"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
0.107681811518886,1.10878418164258,0.597,0.681,1,"DDX46","Not Significant"
0.107925111637887,-0.533099463784522,0.546,0.594,1,"ATP5G1","Not Significant"
0.108329071562522,1.69390894319444,0.538,0.362,1,"ST6GAL2","Not Significant"
0.108358593833076,-0.539202280702999,0.336,0.449,1,"PDCL","Not Significant"
0.108527486577682,-0.594703722993923,0.471,0.783,1,"FHL1","Not Significant"
0.108728776634041,-0.421303195885914,0.647,0.826,1,"ZMYND8","Not Significant"
0.1087298986952,-0.874780135708215,0.395,0.638,1,"MAP1A","Not Significant"
0.10874234698566,-0.612131512398636,0.193,0.565,1,"SOD2","Not Significant"
0.108838065882243,1.33758707296929,0.454,0.333,1,"COMMD3","Not Significant"
0.109201680656354,-1.01221879902561,0.387,0.507,1,"UQCRC1","Not Significant"
0.109287314075847,-1.38228897663193,0.101,0.348,1,"NIPAL3","Not Significant"
0.10936414936706,-0.530555803770842,0.134,0.304,1,"NCOR2","Not Significant"
0.110114217198457,1.69318946286386,0.294,0.174,1,"ATRNL1","Not Significant"
0.110333441598853,-0.344625037512421,0.714,0.884,1,"VPS35","Not Significant"
0.110500307201454,-1.75961054985482,0.084,0.377,1,"GEMIN8","Not Significant"
0.11079188938535,0.794340012951062,0.899,0.942,1,"EIF2S3","Not Significant"
0.110854272376412,-1.11414066654567,0.252,0.609,1,"SQSTM1","Not Significant"
0.111172485612374,-0.480857945796288,0.58,0.884,1,"BAI3","Not Significant"
0.112068435963641,-1.17737603180655,0.16,0.536,1,"NAPEPLD","Not Significant"
0.112294098225206,-0.633003056111068,0.546,0.725,1,"TOX4","Not Significant"
0.112593919810763,1.10744105799649,0.664,0.391,1,"BEX2","Not Significant"
0.112731672385736,1.31236416250664,0.454,0.377,1,"EIF3M","Not Significant"
0.112776548311983,-1.37369516336542,0.134,0.333,1,"TFB1M","Not Significant"
0.11316971906855,-0.932159267178691,0.218,0.536,1,"DNAJC27","Not Significant"
0.113175804980139,-2.2240018273908,0.05,0.261,1,"DIRAS3","Not Significant"
0.113410410252894,-0.934419822376841,0.034,0.29,1,"SAMD14","Not Significant"
0.113414403358576,-0.79094119440612,0.387,0.623,1,"OLFM1","Not Significant"
0.113440046231207,-0.230658013948535,0.815,0.884,1,"GNAO1","Not Significant"
0.113512657853956,-0.91669460353157,0.311,0.58,1,"NIPSNAP1","Not Significant"
0.113586223605738,-1.18772673191539,0.101,0.377,1,"TARS2","Not Significant"
0.1136548425239,-1.18780584096643,0.227,0.58,1,"TOR1AIP1","Not Significant"
0.113757562313057,1.5209212348916,0.479,0.333,1,"LRP12","Not Significant"
0.113882200999374,1.87691408410325,0.328,0.275,1,"TOPBP1","Not Significant"
0.114077724668069,-0.900543390847415,0.21,0.333,1,"RAD54L2","Not Significant"
0.114152327602581,0.796209124560805,0.445,0.203,1,"L1CAM","Not Significant"
0.114426507398118,-0.686858842536695,0.353,0.478,1,"C18orf32","Not Significant"
0.114594632343116,-0.564616799878396,0.487,0.783,1,"SNX14","Not Significant"
0.114623046784619,-0.592699874000023,0.471,0.609,1,"C1orf9","Not Significant"
0.114826953437243,-1.00862512759328,0.269,0.58,1,"EZH1","Not Significant"
0.115367849053316,1.59728900913341,0.277,0.333,1,"SH3PXD2A","Not Significant"
0.115561061214226,-0.191137693130324,0.765,0.899,1,"ST13","Not Significant"
0.115674621256106,0.760367301862744,0.916,0.87,1,"ANKRD36","Not Significant"
0.115825548061791,1.29702518312159,0.235,0.319,1,"IQCB1","Not Significant"
0.116375299411099,-0.20226257375996,0.58,0.841,1,"PPP2R2B","Not Significant"
0.116500826829599,-1.77747194701983,0.092,0.304,1,"LIMK2","Not Significant"
0.11692053002371,0.853669606395719,0.815,0.87,1,"RUFY2","Not Significant"
0.116963825264392,1.11927563086745,0.866,0.826,1,"SBNO1","Not Significant"
0.117197941165656,-0.763195421539374,0.361,0.652,1,"NR2C1","Not Significant"
0.117305654423638,-1.2672273820975,0.168,0.449,1,"GABARAPL1","Not Significant"
0.117371269279659,-0.52247893734445,0.437,0.623,1,"HIPK1","Not Significant"
0.11744799416426,-1.28281333502543,0.21,0.551,1,"DHTKD1","Not Significant"
0.117777244675035,1.1933419378399,0.378,0.188,1,"C14orf166","Not Significant"
0.117850792185152,-0.253701846268177,0.765,0.899,1,"HSPD1","Not Significant"
0.118189307320402,-1.3844479467912,0.076,0.261,1,"TMEM216","Not Significant"
0.118338407615881,1.54696575990659,0.387,0.246,1,"UHRF2","Not Significant"
0.11856625786299,-0.725991425703205,0.303,0.551,1,"MRPL39","Not Significant"
0.118581895201494,1.53278744543552,0.336,0.362,1,"SEC11A","Not Significant"
0.118738919463096,-1.25035117528724,0.16,0.406,1,"INTS6","Not Significant"
0.118784203870974,-0.279804289174125,0.588,0.681,1,"GPATCH8","Not Significant"
0.118865306895433,-1.05853243746143,0.328,0.449,1,"PSMA5","Not Significant"
0.119017144355073,1.2840309291521,0.513,0.58,1,"PRKD3","Not Significant"
0.119058032334742,1.23701599564814,0.672,0.696,1,"ROBO1","Not Significant"
0.119103211714341,1.50388309138245,0.176,0.275,1,"TRMT6","Not Significant"
0.119438740838626,0.858284651213642,0.748,0.812,1,"LARS","Not Significant"
0.11954494020191,1.09944835361099,0.471,0.464,1,"C12orf35","Not Significant"
0.11961540287773,0.814876415033568,0.908,0.87,1,"YWHAB","Not Significant"
0.119652384391785,0.906487069543343,0.546,0.754,1,"SNRNP27","Not Significant"
0.11992337493027,-1.17928931523552,0.218,0.42,1,"ALS2","Not Significant"
0.12100625539557,0.8857824125449,0.647,0.609,1,"CWC15","Not Significant"
0.121574762462315,-0.825026233749497,0.319,0.536,1,"DOPEY1","Not Significant"
0.121670477911117,-1.26320634988248,0.193,0.493,1,"SPRY2","Not Significant"
0.121860134080686,-0.0194493142332982,0.958,0.986,1,"RBM39","Not Significant"
0.122000605915371,-0.62341649819524,0.336,0.565,1,"OS9","Not Significant"
0.122135319813414,1.24555252715977,0.555,0.594,1,"CAP2","Not Significant"
0.122211678064501,-0.495195429026917,0.555,0.884,1,"SMARCA2","Not Significant"
0.122252828597827,0.981184607215121,0.697,0.609,1,"PTGES3","Not Significant"
0.122360707952366,0.881320534653137,0.714,0.783,1,"GDAP1","Not Significant"
0.12236581434259,-0.605585347879042,0.168,0.565,1,"ALDH5A1","Not Significant"
0.122724397940346,0.985014758731693,0.697,0.667,1,"LIN7C","Not Significant"
0.122730662882924,-0.852619819628363,0.353,0.435,1,"ZSCAN18","Not Significant"
0.122829630595171,-0.633011870629481,0.555,0.667,1,"NSUN6","Not Significant"
0.122937696097396,-0.241553160108213,0.613,0.957,1,"C20orf194","Not Significant"
0.122985367897529,-0.586101111103996,0.336,0.71,1,"KIAA1429","Not Significant"
0.122994585857604,1.16540252519242,0.42,0.493,1,"SF3B3","Not Significant"
0.123116017174472,0.951680567350055,0.672,0.507,1,"EIF4B","Not Significant"
0.123181436011344,-1.07167080978334,0.176,0.377,1,"MNF1","Not Significant"
0.123294162430286,-1.70397456999382,0.118,0.348,1,"TMEM179B","Not Significant"
0.123330357618513,-0.872148951626921,0.387,0.507,1,"REV1","Not Significant"
0.123416596231628,0.949331011668298,0.538,0.739,1,"KPNA4","Not Significant"
0.123755680446632,-0.921164028037249,0.328,0.565,1,"SIKE1","Not Significant"
0.123915668845183,-0.371253137114405,0.697,0.884,1,"RBBP6","Not Significant"
0.124126078164412,-0.856303768126846,0.303,0.58,1,"MLH3","Not Significant"
0.124195680364818,-0.447938721220655,0.202,0.449,1,"FAM18B1","Not Significant"
0.124232543627979,1.50383433893854,0.529,0.217,1,"SEZ6","Not Significant"
0.124258723652694,-1.01138080684322,0.261,0.391,1,"TBCD","Not Significant"
0.124260587205414,-0.494194393465117,0.538,0.71,1,"NRD1","Not Significant"
0.124345555471972,0.137488586450411,0.437,0.391,1,"LOC613037","Not Significant"
0.124430614092079,1.1500891766729,0.546,0.507,1,"C9orf72","Not Significant"
0.124435084042551,-0.98916088876594,0.235,0.391,1,"USP28","Not Significant"
0.12447501691284,1.28699341115198,0.395,0.536,1,"ZHX1","Not Significant"
0.124645765318385,-0.824780632687253,0.218,0.391,1,"HERC2P7","Not Significant"
0.124670871717283,1.30319039066096,0.395,0.449,1,"BTBD7","Not Significant"
0.125062099450071,-0.630901669337712,0.387,0.725,1,"SUCLG1","Not Significant"
0.125122581533424,1.160410309652,0.513,0.551,1,"TLE4","Not Significant"
0.125125389379225,-0.377559980633315,0.479,0.797,1,"FAM76A","Not Significant"
0.125906133355568,-0.739919635138127,0.311,0.536,1,"WDR61","Not Significant"
0.126390419982783,0.917174578537594,0.655,0.478,1,"CACYBP","Not Significant"
0.126404136861783,1.15817761678957,0.496,0.333,1,"LEPROTL1","Not Significant"
0.126727464512821,-0.584593390619662,0.395,0.478,1,"MRPL33","Not Significant"
0.126918873145886,-0.991182928497933,0.218,0.29,1,"SNORD102","Not Significant"
0.127332319097661,0.933437514668613,0.824,0.841,1,"CLASP1","Not Significant"
0.127522146289515,1.02090214567245,0.588,0.652,1,"KDM2A","Not Significant"
0.127771446434106,1.06045252415929,0.462,0.42,1,"ARPC1A","Not Significant"
0.128277585511783,-0.70316606724531,0.37,0.609,1,"GOLGA3","Not Significant"
0.12846273424847,-1.09556267068575,0.328,0.522,1,"AARS","Not Significant"
0.128479284600854,0.980645278434898,0.748,0.826,1,"DNM1L","Not Significant"
0.129066925498828,1.17997447604941,0.378,0.377,1,"GNB4","Not Significant"
0.129267704431373,1.50878181575911,0.294,0.42,1,"NUP54","Not Significant"
0.129426695509805,-1.30224976066896,0.109,0.29,1,"UBE2F","Not Significant"
0.129486713986634,-1.09863212905092,0.185,0.58,1,"WDR41","Not Significant"
0.129716197061882,0.625675572915846,0.454,0.449,1,"NDUFB7","Not Significant"
0.130381917036518,1.36196743815863,0.361,0.522,1,"AKAP7","Not Significant"
0.130436721934008,-0.122747543740479,0.681,0.87,1,"NCOA1","Not Significant"
0.13077365861085,1.16735184172109,0.462,0.58,1,"BLOC1S2","Not Significant"
0.130971954187838,1.30322463293671,0.681,0.638,1,"SDCBP","Not Significant"
0.131012894520333,-0.549151802441536,0.697,0.768,1,"PARK7","Not Significant"
0.131173545322561,-1.03129867402035,0.261,0.522,1,"PPA2","Not Significant"
0.131397325270975,-0.310498885529766,0.571,0.884,1,"RERE","Not Significant"
0.131400612628351,1.41727617247292,0.336,0.232,1,"ZBTB10","Not Significant"
0.131450176715867,-1.14638602362154,0.261,0.464,1,"AP3M2","Not Significant"
0.131513941379758,0.95525610828923,0.84,0.768,1,"CAPZA2","Not Significant"
0.131630991743576,-1.71298496411955,0.076,0.362,1,"CEP112","Not Significant"
0.132206752550944,0.962551469001255,0.571,0.638,1,"KLHL28","Not Significant"
0.132330321946673,-0.662561773712566,0.336,0.551,1,"SLMO2","Not Significant"
0.132416948188102,-1.36298416215557,0.101,0.362,1,"IFI16","Not Significant"
0.133392047349032,1.10897608774946,0.555,0.435,1,"PSMA2","Not Significant"
0.133942043099538,1.14821335754678,0.58,0.696,1,"APEX1","Not Significant"
0.134707543214013,1.04523575125655,0.462,0.391,1,"GTF3C6","Not Significant"
0.135070640713096,-0.632888130458768,0.521,0.812,1,"PDCD6IP","Not Significant"
0.13515947119672,-0.833697950858409,0.454,0.536,1,"SFSWAP","Not Significant"
0.135801263730505,-0.647027010717192,0.378,0.623,1,"ORC3","Not Significant"
0.136028014767515,-0.880736842151526,0.319,0.652,1,"SLC25A12","Not Significant"
0.13606015189121,-0.847411619630082,0.311,0.725,1,"CDK5RAP3","Not Significant"
0.136143773606071,0.710284805293122,0.513,0.391,1,"POLR2F","Not Significant"
0.136275383717345,1.76841757793174,0.336,0.261,1,"RINT1","Not Significant"
0.137317301169863,1.01824660373294,0.521,0.638,1,"WRB","Not Significant"
0.137643078110738,-1.22273009731384,0.126,0.362,1,"SIRT5","Not Significant"
0.137673712482208,1.08614323031715,0.815,0.754,1,"FUBP1","Not Significant"
0.137945594845674,-1.03000507889995,0.235,0.435,1,"HIGD2A","Not Significant"
0.138180705707168,1.28901737575702,0.403,0.536,1,"ZNF226","Not Significant"
0.138205207106225,1.06731170572308,0.513,0.333,1,"CCDC90B","Not Significant"
0.138463237544365,1.54718703680316,0.336,0.261,1,"ELMOD1","Not Significant"
0.138612744182467,-0.832954456426553,0.244,0.667,1,"TMED7","Not Significant"
0.13865536652612,1.18320205250131,0.496,0.391,1,"PIP4K2B","Not Significant"
0.138937610808341,1.07049081111003,0.613,0.536,1,"PHF20","Not Significant"
0.138974774560132,0.779652808010604,0.798,0.58,1,"LSM12","Not Significant"
0.139151059301068,1.13378223561111,0.437,0.449,1,"PJA1","Not Significant"
0.139172095515652,-0.545445565381426,0.429,0.725,1,"PLCB1","Not Significant"
0.139451788773322,-0.911009258128461,0.336,0.551,1,"PI4KA","Not Significant"
0.139520568206975,-0.259587596456273,0.773,0.855,1,"HNRNPL","Not Significant"
0.139542599711909,-1.02292514501144,0.218,0.478,1,"RPS27L","Not Significant"
0.140057363785765,-0.148824716041533,0.899,0.986,1,"MLL3","Not Significant"
0.140244297959057,-0.588500305374975,0.311,0.71,1,"RCN2","Not Significant"
0.140282944838909,-0.836886218930415,0.445,0.681,1,"SF1","Not Significant"
0.140395990696151,-0.795522200752495,0.403,0.609,1,"PRPF6","Not Significant"
0.140405122906765,-0.292589403588117,0.521,0.841,1,"ZDHHC17","Not Significant"
0.140870190666328,-1.33612027388764,0.227,0.507,1,"LANCL2","Not Significant"
0.140979064402163,-0.802633945243167,0.378,0.623,1,"SPOCK1","Not Significant"
0.140982009408863,1.03044192950781,0.622,0.652,1,"RIF1","Not Significant"
0.141503065858486,-0.594913645086295,0.37,0.783,1,"POLK","Not Significant"
0.14159008569297,-0.852054987034691,0.311,0.58,1,"MAN2A2","Not Significant"
0.141903420447891,-0.427852374429272,0.571,0.783,1,"CHP","Not Significant"
0.142223167923253,-0.875217674313972,0.176,0.449,1,"GGCT","Not Significant"
0.142290454036831,1.36053615135866,0.403,0.304,1,"LRCH2","Not Significant"
0.142473553040524,-1.16808310378008,0.235,0.275,1,"EIF4E2","Not Significant"
0.142493768562435,-0.982660113628456,0.185,0.493,1,"TMEM55A","Not Significant"
0.142516899794293,1.11457800191208,0.546,0.609,1,"NGRN","Not Significant"
0.14269276995295,1.02403937389449,0.454,0.594,1,"DCP1A","Not Significant"
0.143332607076478,1.24555509844626,0.605,0.478,1,"PSMD14","Not Significant"
0.1433332376124,0.563998793761113,0.983,0.884,1,"UBB","Not Significant"
0.143607022030274,1.19887265378065,0.521,0.203,1,"ACOT7","Not Significant"
0.143609458736081,-0.710129236314797,0.504,0.652,1,"MEG3","Not Significant"
0.143755781506221,0.64671665621335,0.916,0.884,1,"CDH2","Not Significant"
0.14388235765424,-0.393046863915616,0.571,0.739,1,"AKAP12","Not Significant"
0.144677915947527,-0.442401990210787,0.681,0.928,1,"GLG1","Not Significant"
0.145066397689377,-0.726024295660294,0.387,0.652,1,"HERC4","Not Significant"
0.145125515212769,-0.220752391344222,0.655,0.855,1,"FADS1","Not Significant"
0.145217343190201,-1.20018237148206,0.126,0.522,1,"TECPR2","Not Significant"
0.145746675090136,-0.352794679717694,0.756,0.812,1,"UQCR10","Not Significant"
0.14580552127106,1.03128258155133,0.681,0.681,1,"KDM5B","Not Significant"
0.146924056824364,-1.31540764772272,0.16,0.42,1,"NRP2","Not Significant"
0.147070749309037,-0.702505156300003,0.412,0.754,1,"TRPM7","Not Significant"
0.147129724353777,-0.88520717641104,0.395,0.449,1,"ARHGEF9","Not Significant"
0.14722184054333,-0.58100567520804,0.345,0.478,1,"EXOC7","Not Significant"
0.14740701171902,-1.21941514197256,0.151,0.304,1,"PTDSS1","Not Significant"
0.147603000040039,-0.386262095349976,0.748,0.797,1,"PSMB5","Not Significant"
0.14767957994697,0.99852073868453,0.765,0.841,1,"INO80D","Not Significant"
0.147932809459279,-0.544155143414355,0.345,0.536,1,"SEPT7P2","Not Significant"
0.147950246894999,1.18219922684503,0.462,0.493,1,"AGTPBP1","Not Significant"
0.148114028950188,-0.573015505927004,0.487,0.725,1,"DLD","Not Significant"
0.148411649442032,1.51677004976036,0.395,0.275,1,"LGALS8","Not Significant"
0.148567702854046,1.32703474158986,0.412,0.464,1,"ZNF271","Not Significant"
0.148572929782955,-1.24700707888521,0.168,0.58,1,"UNC80","Not Significant"
0.14865634839109,-0.616948600252592,0.361,0.623,1,"CENPC1","Not Significant"
0.14887085638874,-0.629891781366771,0.403,0.565,1,"RHBDD2","Not Significant"
0.14891878391834,1.01319837914752,0.849,0.913,1,"LIMCH1","Not Significant"
0.149828696746155,-0.378220557715947,0.681,0.913,1,"ZFAND5","Not Significant"
0.14998966818213,1.0714976511214,0.42,0.377,1,"DANCR","Not Significant"
0.150423673563793,-0.739699706652332,0.395,0.667,1,"DSTYK","Not Significant"
0.150465567551917,1.12362544310948,0.487,0.522,1,"SESTD1","Not Significant"
0.150497820847294,0.91828959578149,0.773,0.667,1,"RAN","Not Significant"
0.150958426920713,-0.209551000006503,0.563,0.739,1,"MDN1","Not Significant"
0.150989987762845,-0.547485457929804,0.454,0.609,1,"SPOP","Not Significant"
0.151199626552243,0.894226088601118,0.529,0.783,1,"SEL1L","Not Significant"
0.151560426904353,1.04478897579008,0.655,0.565,1,"AEBP2","Not Significant"
0.151581281903307,-0.648906612005472,0.227,0.696,1,"MTHFD1","Not Significant"
0.151633524554197,-0.577980804826711,0.244,0.406,1,"RAB2B","Not Significant"
0.151972379668252,-0.730132467247168,0.252,0.435,1,"GATC","Not Significant"
0.152087815960492,-1.23488490209799,0.151,0.435,1,"GLB1","Not Significant"
0.15211449019962,0.998927596166853,0.672,0.826,1,"SOX5","Not Significant"
0.152120912854856,-1.14097254652007,0.235,0.478,1,"PDGFC","Not Significant"
0.152173590510997,1.42763279682799,0.378,0.319,1,"SETD1B","Not Significant"
0.152425767678941,1.07032230206682,0.832,0.841,1,"PRRC2B","Not Significant"
0.152507753908073,0.921880990664842,0.773,0.71,1,"GABARAP","Not Significant"
0.152637212346016,1.37268869094883,0.445,0.522,1,"HNRPLL","Not Significant"
0.153122270665991,-0.797247677115905,0.37,0.754,1,"ABR","Not Significant"
0.153948327280564,-0.900599251503723,0.235,0.449,1,"HMBOX1","Not Significant"
0.154055064530102,-0.19603600881382,0.807,0.913,1,"BIRC6","Not Significant"
0.154065252269305,0.999093720136343,0.639,0.58,1,"RBM3","Not Significant"
0.154081431777875,-1.24758773121964,0.277,0.464,1,"C19orf42","Not Significant"
0.154191386493365,0.805243545621358,0.664,0.478,1,"RBMXL1","Not Significant"
0.154358949373894,-0.931941029273814,0.202,0.362,1,"HSD17B7","Not Significant"
0.154467826545376,-0.9221758511255,0.244,0.406,1,"XPC","Not Significant"
0.154766968840803,-0.857565579672193,0.261,0.362,1,"MRPL55","Not Significant"
0.155186540018159,-0.424133344175941,0.487,0.652,1,"NBAS","Not Significant"
0.155222081195002,1.00599954673832,0.496,0.348,1,"SLC35E2","Not Significant"
0.155398026994731,0.757244173827752,0.975,0.739,1,"RPL10","Not Significant"
0.155400245644644,-0.976387161177777,0.218,0.594,1,"C7orf46","Not Significant"
0.155761147018336,-1.68975688877765,0.084,0.449,1,"CD99L2","Not Significant"
0.155804357461845,1.13242814407357,0.538,0.522,1,"DCHS1","Not Significant"
0.155916849577294,-0.270755517641108,0.782,0.913,1,"SREK1","Not Significant"
0.155950965322113,-0.303538998689646,0.521,0.754,1,"AKAP13","Not Significant"
0.156097414780027,0.883519863552792,0.513,0.681,1,"HCFC1","Not Significant"
0.156206818970627,1.14411094748215,0.462,0.638,1,"EPG5","Not Significant"
0.156770356935937,-0.726066722517913,0.345,0.507,1,"PPP1CC","Not Significant"
0.157531706185527,-0.768146597108402,0.269,0.594,1,"TMEM128","Not Significant"
0.15753413836326,-0.915393664041934,0.193,0.696,1,"SETD3","Not Significant"
0.15773084230118,1.19877520662108,0.353,0.667,1,"VCPIP1","Not Significant"
0.158092004908177,-1.24740385231942,0.118,0.42,1,"STK38L","Not Significant"
0.158239810026976,-2.0105996005286,0.05,0.377,1,"KREMEN1","Not Significant"
0.158858593050228,1.00696738037538,0.462,0.435,1,"BHLHB9","Not Significant"
0.158863191231281,-0.780064836198339,0.361,0.652,1,"TMEM30A","Not Significant"
0.159062892861859,0.893054397268577,0.487,0.42,1,"MRPS36","Not Significant"
0.159270875341121,-0.144102028995682,0.782,0.913,1,"SCD","Not Significant"
0.159368799494413,-0.649221261282595,0.328,0.507,1,"POLR2G","Not Significant"
0.159410254084418,-1.46992496911681,0.126,0.406,1,"IQCG","Not Significant"
0.159757414698347,-0.233216453074076,0.782,0.942,1,"TNRC6C","Not Significant"
0.160034984506353,0.617720902839701,0.975,0.971,1,"HSP90AB1","Not Significant"
0.16034606899084,1.31038970397022,0.462,0.377,1,"SPAST","Not Significant"
0.160568132657667,1.29478553712345,0.42,0.493,1,"ATXN1","Not Significant"
0.160569291924978,-1.02191883706718,0.151,0.493,1,"ETFB","Not Significant"
0.160821782166299,-1.09002134134085,0.134,0.377,1,"MRPL15","Not Significant"
0.160931873373118,-0.988169474475294,0.244,0.42,1,"FEZ2","Not Significant"
0.16099936099273,0.932798547243057,0.773,0.667,1,"ATP6V1G1","Not Significant"
0.161176171428841,-0.70922964331487,0.353,0.812,1,"SRP54","Not Significant"
0.16125564232878,-0.96786953632682,0.235,0.594,1,"TKT","Not Significant"
0.161281321404283,0.802359078754924,0.723,0.667,1,"ARPC4","Not Significant"
0.161287629665896,-0.189132020300145,0.756,0.812,1,"LARP1","Not Significant"
0.161957588583104,-0.708144381731512,0.294,0.493,1,"CSNK2A1P","Not Significant"
0.162019514973692,1.042885121154,0.513,0.609,1,"BCAS2","Not Significant"
0.162101132183382,1.24073286296303,0.387,0.275,1,"AGPAT6","Not Significant"
0.162264766184337,-1.04740616876345,0.193,0.362,1,"STAG3L4","Not Significant"
0.162296948448157,-0.770039929010055,0.168,0.435,1,"SMC2","Not Significant"
0.162393440230745,1.11032688913411,0.454,0.319,1,"UTP11L","Not Significant"
0.1624203477195,-0.228878865400032,0.773,0.942,1,"GOLGA4","Not Significant"
0.162557679734101,-0.526442962350187,0.303,0.507,1,"MRPL51","Not Significant"
0.16287997365263,-0.59904637409022,0.387,0.812,1,"VPS13D","Not Significant"
0.163417512228114,1.20753298480919,0.496,0.391,1,"CNOT6L","Not Significant"
0.163421191275469,1.27481383985171,0.605,0.406,1,"ACTR3","Not Significant"
0.163581335469972,-0.713315194693794,0.353,0.565,1,"PKD2","Not Significant"
0.163601398945197,1.43236469769872,0.319,0.261,1,"ARG2","Not Significant"
0.163631947249839,0.804919817849509,0.866,0.797,1,"PTEN","Not Significant"
0.163814365398803,-1.05109630210999,0.126,0.319,1,"SPPL2A","Not Significant"
0.163919802881603,1.38749128673695,0.286,0.145,1,"VASH1","Not Significant"
0.164495207290016,-0.936632217657186,0.235,0.304,1,"FBXO36","Not Significant"
0.164499740287885,-0.688203524599393,0.479,0.754,1,"AKAP11","Not Significant"
0.164535678170302,-0.823050365791466,0.202,0.449,1,"UQCC","Not Significant"
0.164764890246003,-0.530188823314585,0.597,0.783,1,"KIAA1467","Not Significant"
0.164808294022772,1.27605514587324,0.513,0.377,1,"QSER1","Not Significant"
0.165421811901602,1.15578945682601,0.571,0.435,1,"MMADHC","Not Significant"
0.166334844358918,-0.618104290594715,0.193,0.449,1,"FOXK1","Not Significant"
0.166677492867579,-0.301882374905735,0.689,0.783,1,"CHCHD2","Not Significant"
0.166790621847347,-0.989320328160165,0.193,0.304,1,"CNOT10","Not Significant"
0.166983375408529,1.14805564355474,0.521,0.493,1,"RARS2","Not Significant"
0.167464285154961,-1.01136809699099,0.143,0.435,1,"SNX10","Not Significant"
0.167702510897815,-0.222416851755191,0.815,0.928,1,"PPP1R12A","Not Significant"
0.167827980838753,-1.43317666779214,0.059,0.377,1,"ETAA1","Not Significant"
0.168167707543477,-0.998880993070582,0.16,0.333,1,"LPCAT4","Not Significant"
0.169045471785506,-0.432203286988626,0.563,0.696,1,"GTF2I","Not Significant"
0.169075698439849,-0.639726421828305,0.361,0.754,1,"YAF2","Not Significant"
0.169846782136836,-0.708823976846952,0.345,0.551,1,"FAF2","Not Significant"
0.17001857742537,-1.01779975621156,0.294,0.58,1,"ATF6","Not Significant"
0.170039400014181,-0.545387954059409,0.42,0.522,1,"PPIB","Not Significant"
0.170503822820861,-0.580393643866081,0.303,0.406,1,"MLH1","Not Significant"
0.170724479199017,-1.17977481321135,0.067,0.29,1,"LINC00116","Not Significant"
0.171013443835451,1.01262020088381,0.504,0.522,1,"TBCB","Not Significant"
0.171355362374016,-0.868059812803312,0.294,0.406,1,"IFT20","Not Significant"
0.171485644483963,-1.12588976256987,0.185,0.319,1,"ABHD10","Not Significant"
0.171669837307572,-1.17712302978567,0.176,0.348,1,"TMUB2","Not Significant"
0.171683002395769,1.44383379278235,0.429,0.551,1,"KBTBD2","Not Significant"
0.171819004842055,-1.06614012893366,0.328,0.667,1,"PPP2CB","Not Significant"
0.172006597804754,-1.53009717029289,0.059,0.275,1,"TYRO3","Not Significant"
0.172314588574632,1.27068816518293,0.496,0.319,1,"PGD","Not Significant"
0.172621405525216,-1.12573882230469,0.118,0.333,1,"TMEM25","Not Significant"
0.172649509780901,-1.27443467557217,0.076,0.362,1,"CMTM4","Not Significant"
0.172933243790058,-0.748334573386034,0.269,0.377,1,"ARF3","Not Significant"
0.172965791381426,-0.373363178308641,0.311,0.609,1,"SDCCAG8","Not Significant"
0.173628873491552,-0.828277411282439,0.218,0.348,1,"C6orf203","Not Significant"
0.174517745808343,1.14990250959295,0.412,0.464,1,"NF2","Not Significant"
0.174639801743753,1.0213065599181,0.739,0.696,1,"BMPR2","Not Significant"
0.174784190668322,1.13984335912111,0.605,0.522,1,"CCDC82","Not Significant"
0.17496091626283,1.36520765969215,0.445,0.333,1,"RBM4B","Not Significant"
0.175119754963497,-0.895915942391682,0.084,0.406,1,"CATSPER2","Not Significant"
0.175471738316021,-0.598660787078175,0.37,0.638,1,"SELS","Not Significant"
0.176172377423424,-1.01971427082739,0.277,0.29,1,"GTF3A","Not Significant"
0.176993423566559,-0.969138909055363,0.328,0.536,1,"ALG13","Not Significant"
0.177081077091354,1.39070385895533,0.378,0.391,1,"TCEAL7","Not Significant"
0.177095923331968,-0.764782409366543,0.261,0.739,1,"GPD2","Not Significant"
0.177333079145618,0.953572319583553,0.697,0.638,1,"RBX1","Not Significant"
0.177398168041203,1.38838209397808,0.42,0.609,1,"DNMT3A","Not Significant"
0.17769806055208,1.28835278952856,0.277,0.246,1,"LPHN2","Not Significant"
0.178584255119651,-0.820702210165528,0.261,0.377,1,"PDZD11","Not Significant"
0.17889113833538,1.70151744602508,0.412,0.319,1,"PSPC1","Not Significant"
0.17904625669031,1.01156123650546,0.756,0.71,1,"CHD1","Not Significant"
0.179078117672823,1.29869826775646,0.395,0.232,1,"ZDHHC9","Not Significant"
0.179091341950215,-0.943661874589843,0.185,0.435,1,"CYB5R3","Not Significant"
0.179209686922086,0.9251684168,0.193,0.377,1,"FAM20B","Not Significant"
0.179365006085816,1.24804941366683,0.412,0.609,1,"TXLNA","Not Significant"
0.179574159244671,-1.37705872654609,0.084,0.536,1,"PRMT3","Not Significant"
0.179705551481883,-1.25082670632292,0.126,0.377,1,"LRRC1","Not Significant"
0.179882941037917,-1.02087558324995,0.21,0.391,1,"GABPA","Not Significant"
0.180412999024237,-0.199963510531019,0.672,0.899,1,"APLP2","Not Significant"
0.180584498236248,-0.811116794015731,0.261,0.594,1,"NBR1","Not Significant"
0.180709831965681,1.23995972273739,0.429,0.493,1,"MED4","Not Significant"
